|0|1|2
371|จ.พิษณุโลก|อ.นครไทย|ถ.อุตรดิตถ์
372|จ.พิษณุโลก|อ.บางระกำ|ต.บางระกำ
373|จ.ปทุมธานี|อ.ลาดหลุมแก้ว|ต.ระแหง
374|จ.สุราษฎร์ธานี|อ.คีรีรัฐนิคม|ถ.หลังสถานีรถไฟ
375|จ.อุบลราชธานี|อ.เขมราฐ|ถ.อรุณประเสริฐ
376|จ.เชียงใหม่|อ.แม่แตง|ต.สันมหาพน
377|จ.ชัยภูมิ|อ.แก้งคร้อ|ต.ช่องสามหมอ
378|จ.ประจวบคีรีขันธ์|อ.กุยบุรี|ถนนเพชรเกษม
379|จ.นครพนม|อ.ศรีสงคราม|ถ.ศรีสงคราม
380|จ.ยะลา|อ.ยะหา|ถ.สันติราษฎร์
381|จ.ขอนแก่น|อ.เมือง|ต.ในเมือง
382|จ.สุราษฎร์ธานี|อ.ดอนสัก|ถ.สุขาภิบาล
383|จ.สงขลา|อ.สะบ้าย้อย|ถ.สมโภชแสงทอง
384|จ.กรุงเทพมหานคร|B|อาคาร
385|จ.ปัตตานี|อ.โคกโพธิ์|ถ.เพชรเกษม
386|จ.หนองบัวลำภู|อ.โนนสัง|ถ.ศุภกิจ
387|จ.ยโสธร|อ.กุดชุม|ต.กุดชุม
388|จ.กรุงเทพมหานคร|เขตภาษีเจริญ|ถ.เพชรเกษม
389|จ.หนองบัวลำภู|อ.นากลาง|ถ.อุดรธานี-เลย
390|จ.กรุงเทพมหานคร|เขตประเวศ|แขวงดอกไม้
391|จ.กำแพงเพชร|อ.ขาณุวรลักษบุรี|ต.สลกบาตร
392|จังหวัดกรุงเทพมหานคร|เขตตลิ่งชัน|แขวงคลองชักพระ
393|จ.เพชรบุรี|อ.เขาย้อย|ต.เขาย้อย
394|จ.นครปฐม|อ.สามพราน|ต.อ้อมใหญ่
395|จ.นครศรีธรรมราช|อ.ฉลาง|ต.จันดี
396|จ.นครปฐม|อ.นครชัยศรี|ต.ตลาดท่านา
397|จ.เชียงใหม่|อ.เมือง|ต.ช้างม่อย
398|จ.เชียงใหม่|อ.เมือง|ต.ท่าศาลา
399|จ.ชลบุรี|อ.บางละมุง|ถ.พัทยาสาย2
400|จ.กรุงเทพมหานคร|เขตพระนคร|แขวงตลาดยอด
401|จ.กรุงเทพมหานคร|เขตราษฎร์บูรณะ|ถ.สุขสวัสดิ์
402|จ.กรุงเทพมหานคร|เขตบางกะปิ|ถ.สุขาภิบาล2
403|จ.กรุงเทพมหานคร|เขตหนองจอก|แขวงกระทุ่มลาย
404|จ.กรุงเทพมหานคร|เขตสวนหลวง|ถ.พัฒนาการ
405|จ.นครศรีธรรมราช|อ.เมือง|ต.โพธิ์เสด็จ
406|จ.กำแพงเพชร|อ.คลองขลุง|ถ.พหลโยธิน
407|จ.ชุมพร|อ.ปะทิว|ต.บางสน
408|จ.ลำพูน|อ.ลี้|ถ.พหลโยธิน
409|จ.ระยอง|21160|อ.เมือง
410|จ.จันทบุรี|อ.เมือง|ถ.ท่าแฉลบ
411|จ.อุตรดิตถ์|อ.เมือง|ต.ท่าอิฐ
412|จ.อุดรธานี|อ.เมือง|ถ.โพศรี
413|จ.สงขลา|อ.หาดใหญ่|ถ.ศรีภูวนารถ
414|จ.นครสวรรค์|อ.หนองบัว|ถ.หนองบัว-ชุมแสง
415|จ.กาฬสินธุ์|อ.สมเด็จ|ต.สมเด็จ
416|จ.เลย|อ.ปากชม|ถ.ปากชม-ศรีเชียงใหม่
417|จ.กรุงเทพมหานคร|เขตพญาไท|แขวงสามเสนใน
418|จ.กระบี่|อ.คลองท่อม|ถ.เพชรเกษม
419|จ.ศรีสะเกษ|อ.กันทรารมย์|ถ.อุบล-ศรีสะเกษ
420|จ.พะเยา|อ.จุน|15
421|จ.น่าน|อ.นาน้อย|ต.นาน้อย
422|จ.นครสวรรค์|อ.เมือง|ต.ปากน้ำโพ
423|จ.สุรินทร์|อ.สังขะ|ถ.สังขะ-ศรีขรภูมิ
424|จ.อุดรธานี|อ.โนนสะอาด|3
425|จ.บึงกาฬ|อ.ปากคาด|ถ.ปากคาด-หนองคาย
426|จ.สงขลา|อ.หาดใหญ่|ต.ควนลัง
427|จ.สุราษฎร์ธานี|อ.เมือง|ถ.ราษฎร์อุทิศ
428|จ.ชัยภูมิ|อ.เกษตรสมบูรณ์|ต.บ้านยาง
429|จ.จันทบุรี|อ.โป่งน้ำร้อน|ต.ปะตง
430|จ.พระนครศรีอยุธยา|อ.ลาดบัวหลวง|ถ.ลาดบัวหลวง
431|จ.เชียงใหม่|อ.เมือง|ต.หนองหอย
432|จ.นครปฐม|อำเภอกำแพงแสน|ถนนพลดำริ
433|จ.กรุงเทพมหานคร|เขตดุสิต|ถ.นครไชยศรี
434|จ.กรุงเทพมหานคร|เขตปทุมวัน|แขวงวังใหม่
435|จ.กรุงเทพมหานคร|เขตสาทร|แขวงทุ่งมหาเมฆ
436|จ.กรุงเทพมหานคร|เขตบางคอแหลม|แขวงบางคอแหลม
437|จ.กรุงเทพมหานคร|เขตพระนคร|แขวงวังบูรพา
438|จ.กรุงเทพมหานคร|เขตป้อมปรามศัตรูพ่าย|แขวงบ้านบาท
439|จ.กรุงเทพมหานคร|เขตป้อมปราบศัตรูพ่าย|แขวงวัดโสมนัส
440|จ.กรุงเทพมหานคร|เขตดุสิต|ถ.ลูกหลวง
441|จ.กรุงเทพมหานคร|เขตราชเทวี|แขวงทุ่งพญาไท
442|จ.กรุงเทพมหานคร|เขตห้วยขวาง|ถ.ประชาราษฎร์บำเพ็ญ
443|จ.กรุงเทพมหานคร|เขตบางกะปิ|แขวงวังทองหลาง
444|จ.กรุงเทพมหานคร|เขตจตุจักร|แขวงจตุจักร
445|จ.กรุงเทพมหานคร|เขตดุสิต|แขวงนครไชยศรี
446|จ.กรุงเทพมหานคร|เขตบางซื่อ|แขวงบางซื่อ
447|จ.กรุงเทพมหานคร|เขตคลองเตย|21
448|จ.กรุงเทพมหานคร|เขตป้อมปราบฯ|แขวงวัดเทพสิรินทร์
449|จ.กรุงเทพมหานคร|เขตจตุจักร|ถ.ประชาชื่น
450|จ.กรุงเทพมหานคร|เขตบางเขน|ถ.พหลโยธิน
451|จ.กรุงเทพมหานคร|เขตคลองสาน|ถ.สมเด็จเจ้าพระยา
452|จ.กรุงเทพมหานคร|เขตบางกอกใหญ่|ถ.จรัลสนิทวงศ์
453|จ.กรุงเทพมหานคร|เขตบางกอกน้อย|ถ.จรัลสนิทวงศ์
454|จ.กรุงเทพมหานคร|เขตบางกอกใหญ่|แขวงวัดอรุณ
455|จ.กรุงเทพมหานคร|เขตบางพลัด|ถ.จรัลสนิทวงศ์
456|จ.สงขลา|อ.สะเดา|ต.ทุ่งหมอ
457|จ.อุทัยธานี|อ.ลานสัก|ถ.หนองฉาง-ลานสัก
458|จ.ชัยภูมิ|อ.หนองบัวแดง|ต.หนองบัวแดง
459|จ.บุรีรัมย์|อ.กระสัง|1
460|จ.นครราชสีมา|อ.เมือง|ต.ในเมือง
461|จ.ลพบุรี|อ.เมือง|ต.ทะเลชุบศร
462|จ.มหาสารคาม|อ.เชียงยืน|ต.เชียงยืน
463|จ.พะเยา|อ.ปง|ต.นาปรัง
464|จ.ลำปาง|อ.วังเหนือ|ต.วังเหนือ
465|จ.น่าน|อ.ท่าวังผา|ถ.นวนคร
466|จ.เชียงราย|อ.เวียงของ|ต.เวียง
467|จ.แพร่|อ.สูงเม่น|ต.สูงเม่น
468|จ.ศรีสะเกษ|อ.ขุนหาญ|ต.สิ
469|จ.นราธิวาส|อ.ระแงะ|ต.ตันหยงมัส
470|จ.กรุงเทพมหานคร|เขตคลองสาน|แขวงบางลำภูล่าง
471|จ.ชัยนาท|อ.สรรพยา|ถ.ชัยนาท-สิงห์บุรี
472|จ.สมุทรปราการ|อ.บางบ่อ|ถ.รัตนราช
473|จ.ชลบุรี|อ.เมือง|ต.บางปลาสร้อย
474|จ.เพชรบูรณ์|อ.วิเชียรบุรี|ต.ท่าโรง
475|จ.อุตรดิตถ์|อ.น้ำปาด|ต.แสนตอ
476|จ.บึงกาฬ|อ.เซกา|ต.เซกา
477|จ.อุดรธานี|อ.เมือง|ถ.ประชารักษา
478|จ.ระยอง|อ.เมือง|ต.มาบตาพุด
479|จ.ตาก|อ.แม่ระมาด|ถ.โสภิตบรรณลักษณ์
480|จ.พระนครศรีอยุธยา|อ.วังน้อย|ต.ลำไทร
481|จ.พระนครศรีอยุธยา|อ.บางปะอิน|ต.เชียงรากน้อย
482|จ.จันทบุรี|อ.ท่าใหม่|ต.ทุ่งเบญจา
483|จ.ภูเก็ต|อ.กระทู้|ต.ป่าตอง
484|จ.นราธิวาส|อ.สุไหงปาดี|ต.ปะลุรู
485|จ.อุดรธานี|อ.วังสามหมอ|ต.วังสามหมอ
486|จ.สุพรรณบุรี|อ.ด่านช้าง|ต.ด่านช้าง
487|จ.พิจิตร|อ.สามง่าม|ถ.พิจิตร-กำแพงเพชร
488|จ.นครปฐม|อ.เมือง|ต.พระปฐมเจดีย์
489|จ.พิจิตร|อ.สากเหล็ก|ต.สากเหล็ก
490|จ.พิจิตร|อ.เมือง|ต.ในเมือง
491|จ.พิษณุโลก|อ.เมือง|ต.ในเมือง
492|จ.ภูเก็ต|อ.ถลาง|ถ.เทพกระษัตรี
493|จ.กรุงเทพมหานคร|เขตบางกะปิ|แขวงหัวหมาก
494|จ.พิจิตร|อ.โพทะเล|ถ.โพทะเล-บางมูลนาก
495|จ.พังงา|อ.คุระบุรี|ถ.เพชรเกษม
496|จ.พะเยา|อ.ดอกคำใต้|ต.ดอนศรีชุม
497|จ.ขอนแก่น|อ.เมือง|ต.ในเมือง
498|จ.พระนครศรีอยุธยา|อ.พระนครศรีอยุธยา|ต.หอรัตนไชย
499|จ.เชียงราย|อ.เวียงป่าเป้า|ถ.เชียงใหม่-เชียงราย
500|จ.สกลนคร|อ.เมือง|ต.ธาตุเชิงชุม
501|จ.กาฬสินธุ์|อ.กมลาไสย|ต.กลลาไสย
502|จ.นครสวรรค์|อ.โกรกพระ|1
503|จ.ลำปาง|อ.แม่ทะ|ถ.แม่ทะ-ลำปาง
504|จ.กาฬสินธุ์|อ.เมือง|ต.กาฬสินธุ์
505|จ.นครศรีธรรมราช|อ.ทุ่งใหญ่|ต.ท่ายาง
506|จ.บุรีรัมย์|อ.หนองกี่|ถ.โชคชัย-เดชอุดม
507|จ.เชียงใหม่|อ.เชียงดาว|ต.เชียงดาว
508|จ.พัทลุง|อ.ตะโหมด|ต.แม่ขรี
509|จ.สงขลา|อ.สิงหนคร|ถ.หัวเขาแดง-ระโนด
510|จ.กรุงเทพมหานคร|เขตสาทร|แขวงยานนาวา
511|จ.กรุงเทพมหานคร|เขตยานนาวา|แขวงบางโพงพาง
512|กรุงเทพมหานคร|สาทร|ทุ่งวัดดอน
513|จ.กรุงเทพมหานคร|เขตคันนายาว|แขวงคันนายาว
514|จ.กรุงเทพมหานคร|เขตธนบุรี|แขวงบุคคโล
515|จ.กรุงเทพมหานคร|เขตบางเขน|ถนนงามวงศ์วาน
516|จ.นนทบุรี|อ.บางบัวทอง|ต.โสนลอย
517|จ.นนทบุรี|อ.บางกรวย|ต.วัดชลอ
518|จ.นนทบุรี|อ.บางใหญ่|ต.บางม่วง
519|จ.นนทบุรี|อ.เมือง|ถ.ติวานนท์
520|จ.สมุทรปราการ|อ.บางพลี|ถ.สุขาภิบาล
521|จ.สมุทรปราการ|อ.พระประแดง|ต.สำโรง
522|จ.สมุทรปราการ|อ.พระประแดง|ถ.สุขุขสวัสดิ์
523|จ.กระบี่|อ.อ่าวลึก|ต.อ่าวลึกเหนือ
524|จ.ปราจีนบุรี|อ.กบินทร์บุรี|ต.เมืองเก่า
525|จ.ฉะเชิงเทรา|อ.เมือง|ต.หน้าเมือง
526|จ.ลพบุรี|อ.ท่าวุ้ง|ต.ท่าวุ้ง
527|จ.เชียงราย|อ.เทิง|ต.เวียง
528|จ.สระบุรี|อ.วิหารแดง|ต.หนองสรวง
529|จ.สมุทรปราการ|อ.บางบ่อ|ถ.สุขุมวิท
530|จ.เชียงใหม่|อำเภอเมือง|ตำบลหายยา
531|จ.นครพนม|อ.เรณูนคร|ถ.ธาตุน้อย-นาเหนือ
532|จ.สระบุรี|อ.เสาไห้|ต.เสาไห้
533|จ.สงขลา|อ.ควนเนียง|ต.รัตภูมิ
534|จ.บึงกาฬ|อ.โซ่พิสัย|ต.โซ่
535|จ.ยโสธร|อ.คำเขื่อนแก้ว|ต.ลุมพุก
536|จ.เชียงใหม่|อ.หางดง|ถ.เชียงใหม่-ฮอด
537|จ.เชียงใหม่|อ.ไชยปราการ|ต.หนองบัว
538|จ.เชียงราย|อ.เชียงแสน|ต.เวียง
539|จ.ชุมพร|อ.เมือง|ถ.เพชรเกษม
540|จ.ศรีสะเกษ|อ.ขุขันธ์|ต.ห้วยเหนือ
541|จ.ชุมพร|อ.ทุ่งตะโก|ต.ทุ่งตะไคร้
542|จ.กาญจนบุรี|อ.ทองผาภูมิ|ต.ท่าขนุน
543|จ.ศรีสะเกษ|อ.อุทุมพรพิสัย|ต.กำแพง
544|จ.อุดรธานี|อ.เมือง|ถ.มิตรภาพ(อุดรธานี-หนองคาย)ต.หนองบัว
545|จ.นนทบุรี|อำเภอปากเกร็ด|ถนนแจ้งวัฒนะ
546|จ.ประจวบคีรีขันธ์|อ.สามร้อยยอด|ต.ไรใหม่
547|จ.สุพรรณบุรี|อ.ดอนเจดีย์|ต.ดอนเจดีย์
548|จ.เพชรบุรี|อ.เมือง|ต.ท่าราบ
549|กรุงเทพมหานคร|จตุจักร|ลาดยาว
550|จ.กรุงเทพมหานคร|เขตยานนาวา|แขวงบางโพงพาง
551|จ.กรุงเทพมหานคร|เขตหนองแขม|แขวงหลักสอง
552|จ.ชลบุรี|อ.ศรีราชา|ต.หนองขาม
553|จ.สมุทรสงคราม|อ.เมือง|ต.แม่กลอง
554|จ.นครราชสีมา|อ.เมือง|ต.ในเมือง
555|จ.พังงา|อ.ทับปุด|ต.ทับปุด
556|จ.เพชรบูรณ์|อ.ชนแดน|ต.ชนแดน
557|จ.เชียงใหม่|อ.พร้าว|ต.เวียง
558|จ.นครราชสีมา|อ.ครบุรี|ต.แชะ
559|จ.นครราชสีมา|อ.ประทาย|ต.ประทาย
560|จ.กระบี่|อ.เหนือคลอง|บริเวณตลาดเหนือคลอง
561|จ.เชียงใหม่|อ.สันทราย|ต.หนองหาร
562|จ.สุโขทัย|อ.กงไกรลาศ|ต.บ้านกร่าง
563|จ.เชียงใหม่|อ.ฮอด|ต.หางดง
565|จ.ระยอง|อ.เมือง|ต.เนินพระ
566|จ.กรุงเทพมหานคร|แขวงดุสิต|ถ.ราชวิถี
567|จ.ราชบุรี|อำเภอบางแพ|5
568|จ.กาฬสินธุ์|อ.ยางตลาด|ต.ยางตลาด
569|จ.ตาก|อ.พบพระ|ต.ช่องแคบ
570|จ.กำแพงเพชร|อ.เมือง|ต.นครชุม
571|พระนครศรีอยุธยา|พระนครศรีอยุธยา|คลองสวนพลู
572|จ.กาญจนบุรี|อ.ท่ามะกา|ต.ดอนขมิ้น
573|จ.ขอนแก่น|ถ.หนองเขียด-วังสวาป|1
574|จ.พิษณุโลก|อ.ชาติตระการ|ต.ป่าแดง
575|จ.อุบลราชธานี|อ.นาจะหลวย|ต.นาจะหลวย
576|จ.เลย|อ.ด่านซ้าย|ถ.เลย-หล่มสัก
577|จ.นครนายก|อ.องค์รักษ์|ถ.สายองค์รักษ์-บางน้ำเปรี้ยว
578|จ.ปทุมธานี|อ.ธัญบุรี|ต.บึงสนั่น
579|จ.ปทุมธานี|อ.คลองหลวง|ต.คลองหนึ่ง
580|จ.สุราษฎร์ธานี|อ.พนม|ต.พนม
581|จ.นนทบุรี|อ.เมือง|ต.ท่าทราย
582|จ.นราธิวาส|อ.สุคิริน|ต.สุคิริน
583|จ.อุบลราชธานี|อ.โพธิ์ไทร|อาคารเฉลิมพระเกียรติ
584|จ.มุกดาหาร|อ.ดอนตาล|ต.ดอนตาล
585|จ.น่าน|อ.แม่จริม|ต.หนองแดง
586|จ.ตราด|อ.เขาสมิง|ต.เขาสมิง
587|จ.ขอนแก่น|อำเภออุบลรัตน์|ต.เขื่อนอุบลรัตน์
588|จ.เพชรบุรี|อ.หญ้าปล้อง|ต.ท่าตะคร้อ
589|จ.ปทุมธานี|อ.ธัญบุรี|ต.ประชาธิปัตย์
590|จ.เชียงใหม่|อ.ดอยเต่า|ต.ท่าเดื่อ
591|จ.ตาก|อำเภออุ้มผาง|ตำบลอุ้มผาง
592|จ.เชียงราย|อำเภอเมือง|ตำบลเวียง
593|นนทบุรี|ไทรน้อย|คลองขวาง
594|จังหวัดสมุทรปราการ|อำเภอบางพลี|ตำบลราชาเทวะ
595|จ.ลำปาง|อำเภอเมือง|ถนนไฮเวย์ลำปาง-งาว
596|จ.พังงา|อำเภอเกาะยาว|ตำบลเกาะยาวน้อย
597|เชียงใหม่|เมืองเชียงใหม่|หายยา
598|จ.เพชรบูรณ์|อ.ศรีเทพ|ต.สระกรวด
599|จ.แม่ฮ่องสอน|อำเภอปาย|ตำบลเวียงใต้
600|จ.ลพบุรี|อำเภอหนองม่วง|ตำบลหนองม่วง
601|กระบี่|เกาะลันตา|ศาลาด่าน
602|จ.ลำพูน|อำเภอเมือง|ตำบลบ้านกลาง
603|จ.อุบลราชธานี|อ.เมือง|ต.ในเมือง
604|จ.อุบลราชธานี|อ.ตระการพืชผล|ต.ขุหลุ
605|จ.ร้อยเอ็ด|อ.เมือง|ต.ในเมือง
606|ขอนแก่น|เมืองขอนแก่น|ในเมือง
607|สมุทรสาคร|เมืองสมุทรสาคร|มหาชัย
608|จ.กรุงเทพมหานคร|เขตสายไหม|ม.1ถ.สายไหม
609|จ.ระยอง|อ.เมือง|1101A
610|จ.กรุงเทพมหานคร|เขตบางรัก|แขวงสุริยวงศ์
611|ภูเก็ต|เมืองภูเก็ต|ฉลอง
612|กรุงเทพมหานคร|หลักสี่|ตลาดบางเขน
613|จ.สมุทรปราการ|ตำบลสำโรงเหนือ|1ถนนสุขุมวิท
614|จ.กรุงเทพมหานคร|เขตบางกะปิ|แขวงบางกะปิ
615|ประจวบคีรีขันธ์|หัวหิน|หัวหิน
616|จ.พระนครศรีอยุธยา|อ.พระนครศรีอยุธยา|ต.คลองสวนพลู
617|กรุงเทพมหานคร|ตลิ่งชัน|ฉิมพลี
618|จังหวัดชลบุรี|อำเภอศรีราชา|ตำบลศรีราชา
619|จ.ชลบุรี|อ.บางละมุง|ต.หนองปรือ
620|จ.ชลบุรี|อ.เมือง|ต.ดอนหัวฬ่อ
621|จ.ตราด|อ.เกาะช้าง|ต.เกาะช้าง
622|จ.นครราชสีมา|ต.ในเมืองอ.เมือง|ถ.มิตรภาพ
623|จังหวัดปทุมธานี|อำเภอธัญบุรี|ตำบลประชาธิปัตย์
624|จ.อุบลราชธานี|อ.เมือง|ต.ในเมือง
625|กรุงเทพมหานคร|คันนายาว|คันนายาว
626|กรุงเทพมหานคร|ปทุมวัน|ปทุมวัน
627|จ.ชลบุรี|อ.บางละมุง|ต.หนองปรือ
628|จ.กรุงเทพมหานคร|เขตหลักสี่|แขวงทุ่งสองห้อง
629|จ.นครปฐม|อ.พุทธมณฑล|ต.ศาลายา
630|จ.ชลบุรี|อ.บางละมุง|ถ.พัทยาสาย2
631|จ.ปทุมธานี|อ.ธัญบุรี|ต.ประชาธิปัตย์
632|จ.ภูเก็ต|อ.ถลาง|ต.เชิงทะเล
633|จ.อุตรดิตถ์|อ.เมือง|ต.ท่าอิฐ
634|จ.พิษณุโลก|อ.เมือง|ต.ในเมือง
635|จ.ชลบุรี|อ.บางละมุง|ต.นาเกลือ
636|จ.นนทบุรี|อ.เมือง|ต.บางเขน
637|ปราจีนบุรี|ศรีมหาโพธิ|ท่าตูม
638|นครสวรรค์|เมืองนครสวรรค์|นครสวรรค์ตก
639|จ.อุทัยธานี|อ.บ้านไร่|ต.บ้านไร่
640|จังหวัดแพร่|อำเภอเมืองแพร่|ตำบลนาจักร
641|กรุงเทพมหานคร|บางแค|บางแคเหนือ
642|จ.นนทบุรี|อำเภอบางบัวทอง|ตำบลบางรักพัฒนา
643|ชลบุรี|เมืองชลบุรี|เสม็ด
644|จ.สงขลา|อ.เมือง|ต.เขารูปช้าง
645|เพชรบูรณ์|เมืองเพชรบูรณ์|สะเดียง
646|กรุงเทพมหานคร|ลาดกระบัง|คลองสองต้นนุ่น
647|กรุงเทพมหานคร|ประเวศ|หนองบอน
648|จ.ชุมพร|อ.ละแม|ต.ละแม
649|จ.มุกดาหาร|อ.คำชะอี|ต.น้ำเที่ยง
650|จ.เลย|อ.ภูกระดึง|ต.ห้วยส้ม
651|จ.สุราษฎร์ธานี|ต.บ่อผุดอ.เกาะสมุย|ม.1ถ.รอบเกาะ
652|กรุงเทพมหานคร|บางเขน|อนุสาวรีย์
653|อุดรธานี|เมืองอุดรธานี|นาดี
654|นนทบุรี|ปากเกร็ด|บางตลาด
655|นนทบุรี|เมืองนนทบุรี|บางกระสอ
656|จ.กรุงเทพมหานคร|เขตพญาไท|แขวงสามเสนใน
657|จ.จันทบุรี|อ.เมือง|ต.วัดใหม่
658|จ.นครราชสีมา|อ.ปากช่อง|ต.หมูสี
659|นครราชสีมา|เมืองนครราชสีมา|โคกกรวด
660|จ.อุบลราชธานี|อ.ศรีเมืองใหม่|ต.นาคำ
661|จ.เชียงใหม่|อ.เมือง|ต.ช้างคลาน
662|สระแก้ว|อรัญประเทศ|ป่าไร่
663|จ.กรุงเทพมหานคร|เขตสัมพันธวงศ์|แขวงสัมพันธวงศ์
664|จ.สุรินทร์|อ.เมือง|ต.ในเมือง
665|จ.สุพรรณบุรี|อ.หนองหญ้าไซ|ต.หนองหญ้าไซ
666|จ.ปทุมธานี|อ.ลำลูกกา|ต.ลำไทร
667|จ.ปทุมธานี|อ.เมือง|ต.หลักหก
668|จ.เชียงใหม่|อ.เมือง|ต.สุเทพ
669|กรุงเทพมหานคร|หลักสี่|ทุ่งสองห้อง
670|จังหวัดนครราชสีมา|อำเภอแก้งสนามนาง|ตำบลแก้งสนามนาง
671|จ.กรุงเทพมหานคร|เขตสายไหม|แขวงสายไหม
672|ชลบุรี|บางละมุง|หนองปรือ
673|กรุงเทพมหานคร|บางคอแหลม|บางคอแหลม
674|จ.ร้อยเอ็ด|อ.ปทุมรัตต์|ต.บัวแดง
675|จ.เลย|อ.ภูเรือ|ต.ภูเรือ
676|อุดรธานี|เมืองอุดรธานี|หมากแข้ง
677|จ.เชียงราย|อ.เมืองเชียงราย|ต.ท่าสุด
678|จ.ตรัง|อ.เมือง|ต.ทับเที่ยง
679|จ.ภูเก็ต|อำเภอเมืองภูเก็ต|ถนนเยาวราช
680|จ.นนทบุรี|อ.บางใหญ่|ต.เสาธงหิน
681|จ.ราชบุรี|อำเภอสวนผึ้ง|ตำบลป่าหวาย
682|จ.มหาสารคาม|อำเภอเมืองมหาสารคาม|ตำบลเกิ้ง
683|กรุงเทพมหานคร|ธนบุรี|บุคคโล
684|จ.นครราชสีมา|อำเภอเมืองนครราชสีมา|ตำบลในเมือง
685|ฉะเชิงเทรา|เมืองฉะเชิงเทรา|หน้าเมือง
686|จ.สระบุรี|อ.เมือง|ต.ปากเพรียว
687|จังหวัดหนองคาย|อำเภอเมืองหนองคาย|--โปรดระบุ--
688|จ.ชัยภูมิ|อ.เมือง|ต.ในเมือง
689|จ.สกลนคร|อ.กุสุมาลย์|ต.กุสุมาลย์
690|จ.ชลบุรี|อ.สัตหีบ|ต.นาจอมเทียน
691|จ.กำแพงเพชร|อ.เมือง|ต.ในเมือง
692|จ.ประจวบคีรีขันธ์|อ.ปราณบุรี|ต.ปากน้ำปราณ
693|จ.อุบลราชธานี|อ.น้ำยืน|ต.สีวิเชียร
694|จ.สุโขทัย|อ.คีรีมาศ|ถ.กำแพงเพชร-สุโขทัยต.โตนด
695|จ.พิษณุโลก|อ.วัดโบสถ์|ม.4ต.วัดโบสถ์
696|จ.อุตรดิตถ์|อ.ท่าปลา|ต.ร่วมจิต
697|ชัยภูมิ|คอนสวรรค์|คอนสวรรค์
698|กรุงเทพมหานคร|สะพานสูง|สะพานสูง
699|จ.อุดรธานี|อ.กุดจับ|ต.เมืองเพีย
700|จ.ราชบุรี|อ.เมือง|ต.หน้าเมือง
701|กรุงเทพมหานคร|ดินแดง|ดินแดง
702|จ.สมุทรปราการ|อ.เมือง|ต.ปากน้ำ
703|จ.สระบุรี|อ.วังม่วง|ต.คำพราน
704|จ.นครพนม|อ.นาหว้า|ต.นาหว้า
705|จ.เพชรบูรณ์|อ.เมือง|ต.ท่าพล
706|จ.เชียงใหม่|อ.เมือง|ต.ฟ้าฮ่าม
707|จ.พัทลุง|อ.ป่าพะยอม|ต.บ้านพร้าว
708|จ.นครราชสีมา|อ.ห้วยแถลง|ต.ห้วยแถลง
709|จ.บุรีรัมย์|อ.เมือง|ต.อิสาณ
710|จ.นครสวรรค์|อ.เมือง|ต.หนองปลิง
711|จ.พัทลุง|อ.ป่าบอน|ต.ป่าบอน
712|จ.นครสวรรค์|อ.ไพศาลี|ต.ไพศาลี
713|สุราษฎร์ธานี|เกาะสมุย|บ่อผุด
714|จ.ศรีสะเกษ|อ.เมือง|ต.เมืองเหนือ
715|จ.ระนอง|อ.เมือง|ต.เขานิเวศน์
716|จ.น่าน|อ.เมือง|ต.ในเวียง
717|จ.นนทบุรี|อ.บางกรวย|ต.บางกรวย
718|จ.นครปฐม|อ.ดอนตูม|ต.สามง่าม
719|จ.สุพรรณบุรี|อ.เมือง|ต.ท่าพี่เลี้ยง
720|จ.ประจวบคีรีขันธ์|อ.บางสะพานน้อย|ต.บางสะพาน
721|จ.สงขลา|อ.สะเดา|ต.สำนักขาม
722|จ.ชลบุรี|อ.สัตหีบ|ต.สัตหีบ
723|ชลบุรี|บางละมุง|หนองปรือ
724|จังหวัดภูเก็ต|อำเภอเมืองภูเก็ต|ตำบลวิชิต
725|จ.สุราษฎร์ธานี|อ.เกาะพะงัน|ต.เกาะพะงัน
726|จ.ระยอง|อ.ปลวกแดง|ตำบลปลวกแดง
727|จ.กรุงเทพมหานคร|เขตวัฒนา|แขวงคลองตันเหนือ
728|จ.ขอนแก่น|อ.หนองสองห้อง|ต.หนองสองห้อง
729|จ.นครปฐม|อ.สามพราน|ต.อ้อมใหญ่
730|จ.สงขลา|อ.หาดใหญ่|ต.คลองแห
731|ชลบุรี|บางละมุง|หนองปรือ
732|จ.สงขลา|อ.หาดใหญ่|ต.หาดใหญ่
733|เชียงราย|เมืองเชียงราย|รอบเวียง
734|จ.ร้อยเอ็ด|อ.โพธิ์ชัย|ต.ขามเบี้ย
735|จ.พังงา|อ.ตะกั่วป่า|ต.บางนายสี
736|เชียงใหม่|เมืองเชียงใหม่|ช้างม่อย
737|นครราชสีมา|ปากช่อง|ปากช่อง
738|กาฬสินธุ์|เมืองกาฬสินธุ์|กาฬสินธุ์
739|กรุงเทพมหานคร|ยานนาวา|ช่องนนทรี
740|จ.เลย|อ.ท่าลี่|ต.ท่าลี่
741|จ.กรุงเทพมหานคร|เขตบางรัก|แขวงสีลม
742|กรุงเทพมหานคร|คลองสามวา|บางชัน
743|จ.สมุทรปราการ|อ.บางพลี|ต.หนองปรือ
744|กรุงเทพมหานคร|บางกอกน้อย|อรุณอมรินทร์
745|จ.กาญจนบุรี|อ.เมือง|ต.ลาดหญ้า
746|จ.ชลบุรี|อ.บางละมุง|ต.หนองปรือ
747|จ.กรุงเทพมหานคร|เขตหลักสี่|แขวงทุ่งสองห้อง
